id,sentence,difficulty,augmented_sentence
906,Se précipiter avec violence sur une personne ou sur quelque chose.,B1,['Peut précipiter avec violence sur une femme ou avec quelque objet.']
2354,"Oh, ça fait du bien de changer d'air quelques jours.",B1,"[""Superbe, cela fait vraiment bien de changer une' adresse quelques jours.""]"
908,Français et mathématiques sont - personne ne s'en étonnera - les deux disciplines les plus révisées durant l'été,C2,"[""Français et mathématiques présentent - personne ne l'en létonnera - les six matières les plus parlées et les'été""]"
2520,je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,A1,"[""Le salue tous ceux ; j'aime bien partager fêter l' amitié durant l'été.""]"
4793,La réduction du dioxyde de carbone par l'eau nécessite un apport d'énergie assez élevé.,B2,"[""Définition problématique du dégagementde Carbon carbone : l'eau nécessite un apport d'énergie relativement élevé.""]"
1505,"Coucou mes amis, je réunis tous ceux que j'aime bien pour fêter l'arrivée de l'été le 21 juin",A1,"[""Moi mes moutons, je réunis avec ceux de j'aime bien pour fêter l' échange du MON' oiseau le 21 juin""]"
926,"Pourtant, il reste, dans le monde de la science, quelques domaines qui semblent réservés aux hommes.",B2,"['Euh, ça reste, dans le monde de la photographie, quelques domaines se semblent chers aux habitués.']"
755,Il doit téléphoner quand il reçoit des nouvelles de la part des sauveteurs.,A2,['Il doit téléphoner quand il veut des nouvelles provenant Québec part d sauve municipaux.']
2265,Le ministre de l'Education nationale a assuré que ces étudiants seront rémunérés pour la réalisation de ces tests.,B2,"[""Le ministère de l'Education nationale en garanti que ces journalistes seront rémunérés pour tenir satisfaction de ces objectifs.""]"
2875,"Forts des expériences, parfois malheureuses, de leurs aînés, certains jeunes anticipent.",C1,"['Forts des expériences, parfois dépassés, de ces collègues, ces chercheurs ont.']"
2219,"Il traversa alors un petit vestibule qui - tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre d'art, dont elles tirent leur nom et, d'une nudité voulue, ne contiennent rien d'autre - exhibait à son entrée, comme quelque précieuse effigie de Benvenuto Cellini représentant un homme de guet, un jeune valet de pied, le corps légèrement fléchi en avant, dressant sur son hausse-col rouge une figure plus rouge encore d'où s'échappaient des torrents de feu, de timidité et de zèle, et qui, perçant les tapisseries d'Aubusson tendues devant le salon où on écoutait la musique, de son regard impétueux, vigilant, éperdu, avait l'air, avec une impassibilité militaire ou une foi surnaturelle - allégorie de l'alarme, incarnation de l'attente, commémoration du branle-bas - d'épier, ange ou vigie, d'une tour de donjon ou de cathédrale, l'apparition de l'ennemi ou l'heure du jugement.",C2,"[""Il traversa alors un petit vestibule qui - tel que certaines pièces aménagées par leur propriétaire pour servir de cadre à une seule oeuvre d'art, et elles tirent</s>NOTUSED nom et, d'une nudité vouluste, ne contiennent rien d'autre que exhibssait à son entrée, comme en précieuse effigie de Benvenuto Cellini représentant un homme de guet, un jeune valet de chambre, le corps légèrement fléchi en avant, dressant sur son hausse-col rouge une figure plus rouge encore d'où s'échappaient des torrentées de feu, de timidité et de zèle, et qui, perçant les tapisseries d'Aubusson tendues devant le salon où on écoutait la musique, de son regard impétueux, vigilant, éperdu, avait l'air, avec une impassibilité militaire ou une foi surnaturelle - allégorie de l'alarme, incarnation de l'attente, commémoration du branle-bas digne d'épier, ange ou vigie, d'une tour de donjon ou de cathédrale, l'apparition de l'ennemi ou l'heure du jour.""]"
4128,"Certes, ""Emily in Paris"" est une production américaine qui semble s'adresser avant tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",C1,"['Certes, BigEmil Rock in Paris"" est une production américaine qui semble devoir\'adresser avant tout au public NobleAtlantique, mais Apple étant cette start-forme accessible parmi le grand entier, le parti pris semble très daté.']"
40,"Ben, on est tous débordés quoi.",A1,"['Ben, ont sera complétement débordés quoi.']"
3367,"Pour préserver une bonne estime de soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse.",C1,"[""Comment retrouver une bonne estime de soi, il convient vital de conserver ces' utiles activités sociales : créatives : communiquer avec des proches, regarder du scrap, dessiner, faire du théâtre, de la danse.""]"
1327,"Or, la plupart du temps, la jeunesse est heureuse, ni aussi tragique ni aussi banale que ne le dessinent les clichés.",B2,"['Oui, la plus du moins, la jeunesse paraît heureuse, jamais aussi tragique ni aussi banale que donnent pensent dessin et les clichés.']"
1480,"J'aimerais vous présenter un nouveau collègue, Jacques Servat qui arrive de Madrid où il vient de passer cinq ans dans un grand groupe d'ameublement au poste de chef d'équipe des commerciaux.",B1,"[""J'aimerais vous présenter ce nouveau artiste, Jacques Servnet qui expose au Madrid où j vient de passer cinq ans dans un super garage pour'ameublement au poste de chef d' orchestre des commerciaux.""]"
725,Le tronc est relié à la tête par le cou,B1,['Le siège est relié à la tête par des talon']
1790,"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1,"[""S'il existe Une multitude de variantes à une recette, le chef Gérard- Joseph Corbon ce propose d'y apporter lui mêmes votre cuisine personnelle""]"
1365,"Lucie entama d'un air brave sa cavatine en sol majeur; elle se plaignait d'amour, elle demandait des ailes.",C2,"[""Lucie en mourut de qu'un air brave sa c detine en sol bémol; il se chantait d'amour, elle demandait vos prières.""]"
2324,La gestion de la complexité sera bien le défi majeur du XXIe siècle.,B2,['Notre gestion dans la logistique restera bientôt le défi majeur du XXIe siècle.']
4234,Deux employés d'un supermarché ont été licenciés après qu'ils aient refusé de travailler le dimanche.,B2,"[""Plusieurs employés d'un tribunal ont communiqué licenciés après qu'ils aient promis de rendre leurs dimanche.""]"
754,"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2,"['Début Juillet, on a pu admirer la nouvelle fontaine Barthold Vue sur la célèbre Place des Terreces.']"
3986,Il n'y a cependant pas de plats de légumes à la carte.,B1,"[""Il n'y a absolument pas de structures uniquement légumes sous la mexicaine.""]"
1363,Peut-on évoquer des sujets sérieux avec un accent du Sud de la France ?,B1,['Peut-on évoquer vos relations écologiques avec mon collège du Sud de la France?']
329,"Même si la Révolution française était déjà en cours, la prise symbolique de la Juillet forteresse, qui ne comptait que 7 prisonniers à l'époque, reste l'événement clé de la révolte",B2,"[""Même pour la Révolution française semblait déjà en cours, la force symbolique pour la deuxième forteresse, il ne comptait ke 7 habitants en l'époque, reste l' indicateur clé de la révolte""]"
3065,Je refusais l'idée même de passer des commandes plus petites.,B1,"[""Monsieur refuss l' année même de passer 3 commandes déjà petites.""]"
2536,"Cette fois, c'est vous qui caricaturez !",A2,"[""Chaque fois, c' vous vous vous caricaturerez!""]"
3424,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1,"[""C'est pratique pour passer d' ou centre commercial à un autre, sans rien à changer'école, regarder la piscine, au théâtre voire tout au théâtre, parce que la ville est très belle""]"
2857,Et c'est ce plus qui nous différencie des autres écoles informatiques.,B1,"[""Enfin c'est ce statut qui les différencie des autres voisins français.""]"
1574,"C'est juste une petite infection, on va vous soigner.",B1,"[""T'est juste al bête erreur, on va vous soigner.""]"
2953,"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain",B1,"['Au rez- ré-chaussée, va y aura un salon avec lit piano, une al- é- tger, une salle spacieuse et équipée et une cabine de bain']"
3501,"Il était équipé, alors, d'un moteur à vapeur entraînant la roue arrière et de pédales agissant sur la roue avant.",B2,"[""Il était équipé, alors, d' une pneu à explosion entraînant le face arrière et des freinss agissant sur sa roue avant.""]"
2044,"Malgré la reconnaissance par les grandes puissances de ce nouvel état souverain, Guillaume ler n'accepte pas la situation",B2,"[""Malgré la reconnaissance à quelques grandes oreilles de ce nouvel état colonial, chacun le reconnaissant l'accepte pas la situation""]"
2043,Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d'une soirée festive la semaine dernière,B1,"[""Nous avons croisé grands amis et nous même rencontré nos proches heureux d'une dégustation festive la semaine dernière""]"
967,C'est pourquoi la définition de métriques des actifs intangibles et des connaissances ainsi que de normes sur la question permettant la comparaison d'entreprises apparaît comme un enjeu pour les entreprises,C2,"[""C'est pourquoi pour définition de métrique globale pour personnes intangibles et des connaissances existantes et de normes sur la traçabilité permettant la modélisation d'entreprises apparaît comme un enjeu pour différents acteurs""]"
1285,"""Nous allons essayer à nouveau (ndlr: d'entrer en contact avec lui). Mais les chances de rétablir la liaison sont très très faibles"", a déclaré à l'AFP Stephan Ulamec, responsable de l'atterrisseur, depuis l'Agence spatiale européenne (ESA) à Darmstadt (Allemagne).",B2,"['Ne... allons essayer à nouveau (ndlr: d\' opérer en coopération avec lui). Mais les chances de rétablir la liaison sont très très faibles"", a déclaré à l\'AFP Stephan Ulameen, responsable de l\'atterrisseur, depuis l\'Agence économique européenne (ES Europe) à Altkastad maintenant (Allemagne).']"
202,"La salle craquait sous les bravos ; on recommença la strette entière ; les amoureux parlaient des fleurs de leur tombe, de serments, d'exil, de fatalité, d'espérances, et quand ils poussèrent l'adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords.",C2,"[""La nuit cra mondeouvrit sous les bravos : on recommença la strette entière ; les amoureux parlaient des fleurs de prendre vie, long serments, d'exil, la fatalité, d'espérances, et quand ils poussèrent l'adieu final, On jeta un cri aigu, qui te confondit avec la vibration des derniers accords.""]"
346,"Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales sont le principal mode de transmission des cultures.",C1,"['Si la multiplicité des cultures est une condition fondamentale pour un territoire durable partagé, alors la préservation de notre diversité linguistique est essentielle, puisque les langues orale et orale en seront le nouveau mode en transmission des cultures.']"
